Player,C,GP,SFrac,G,A,P,+/-,ESG,ESA,ESP,PPG,PPA,PPP,SHG,SHA,SHP,TGF,PGF,TGA,PGA,SHGF,SHGA,ESGF,ESGA,$ESG,$ESA,$ESP,$ESP/S,$ESGF,$ESGA,R-ON,R-OFF,XEV+/-,EV+/-,AEV+/-,EV%,TmEV+,EVCalc,TmEVR,$PPG,$PPA,$PPP,$PPP/S,PP%,TmPP+,PPCalc,TmPPR,$SHG,$SHA,$SHP,$SHP/S,SH%,TmSH+,SHCalc,TmSHR,Column1
"BJUGSTAD, SCOTT",R,317,4.0,76,68,144,-37,58,43,101,18,23,41,0,2,2,218,62,264,71,6,10,150,183,48,37,85,21,127,155,0.82,0.98,-2,-28,-26,20%,0.96,0.8,0,13,17,30,8,18%,1.01,0.7,0.0,0,0,0,0,22%,1.09,0.9,0.1,154.62
"LABRAATEN, DAN",L,268,3.4,71,73,144,-34,56,59,115,15,14,29,0,0,0,230,61,204,1,0,5,169,198,46,49,95,28,139,163,0.86,0.82,-20,-24,-4,25%,0.84,0.8,0,13,13,26,8,26%,1.07,0.9,0.1,0,0,0,0,0%,0.98,0.0,0.0,162.81
"LACHANCE, SCOTT",D,819,10.2,31,112,143,-76,23,84,107,7,23,30,1,5,6,639,77,904,266,39,17,523,621,26,94,119,12,580,690,0.84,0.95,-20,-110,-90,34%,0.91,3.5,0,10,25,34,3,15%,0.85,1.5,-0.2,1,1,2,0,42%,1.01,4.2,0.1,689.60
"BOUILLON, FRANCIS",D,724,9.2,30,113,143,-22,22,84,106,7,26,33,1,3,4,497,70,600,149,21,6,406,445,26,102,128,14,488,529,0.92,1.05,16,-41,-57,31%,1.02,2.9,0,7,26,33,4,13%,1.07,1.2,0.1,1,1,3,0,28%,0.99,2.5,0.0,528.67
"CAMPBELL, GREGORY",C,569,7.4,54,89,143,-29,47,81,128,2,3,5,5,5,10,216,12,379,146,20,2,184,231,55,96,151,21,220,274,0.80,1.21,31,-54,-85,18%,1.13,1.3,0,2,5,7,1,4%,0.83,0.3,-0.1,8,8,16,2,36%,0.92,2.7,-0.2,274.32
"QUINT, DERON",D,463,5.6,46,97,143,-108,30,47,77,16,50,66,0,0,0,397,146,392,33,3,24,248,335,35,54,88,16,283,386,0.73,0.88,-28,-104,-75,32%,0.84,1.8,0,16,50,66,12,48%,0.89,2.7,-0.3,0,0,0,0,10%,1.08,0.5,0.0,386.19
"ROBERTS, DOUG",R,404,5.2,40,103,143,-106,30,85,115,10,17,27,0,1,1,392,68,490,60,4,12,320,418,30,86,116,22,327,429,0.76,0.74,-73,-102,-29,37%,0.74,2.0,-1,10,20,30,6,27%,0.80,1.4,-0.3,0,0,0,0,24%,1.16,1.2,0.2,429.25
"LUNDHOLM, BENGT",L,275,3.4,48,95,143,12,41,81,122,6,12,18,1,2,3,216,29,188,12,4,4,183,172,32,63,95,28,143,134,1.07,0.89,-10,9,19,21%,0.93,0.7,0,5,10,14,4,11%,0.98,0.4,0.0,1,1,2,1,5%,1.05,0.2,0.0,133.75
"ERIKSSON, ROLAND",C,193,2.4,48,95,143,-70,35,55,90,13,39,52,0,1,1,214,88,204,8,1,17,125,179,31,48,79,33,109,157,0.70,0.67,-34,-48,-14,30%,0.68,0.7,0,12,34,46,19,67%,0.75,1.6,-0.5,0,0,0,0,5%,1.41,0.1,0.0,157.11
"ADAMS, CRAIG",R,799,10.2,49,93,142,-64,40,84,124,3,1,4,6,8,14,199,6,428,169,31,1,162,258,48,101,149,15,195,306,0.64,1.08,12,-112,-124,14%,1.00,1.4,0,2,1,3,0,1%,0.89,0.1,0.0,9,9,18,2,32%,0.84,3.3,-0.6,306.44
"KLEMM, JON",D,773,9.5,42,100,142,73,32,81,113,7,13,20,3,6,9,493,41,591,211,30,5,422,375,37,92,129,14,484,432,1.12,1.18,50,53,2,28%,1.16,2.6,0,7,14,21,2,6%,1.20,0.6,0.1,3,3,5,1,38%,0.95,3.6,-0.2,431.64
"RUUTU, JARKKO",L,652,8.0,58,84,142,-21,52,77,129,3,2,5,3,5,8,218,14,321,93,12,2,192,226,60,88,148,19,220,260,0.84,1.04,6,-41,-47,17%,1.01,1.3,0,2,2,4,1,3%,0.97,0.2,0.0,4,4,7,1,19%,0.98,1.5,0.0,260.29
"KOROLYUK, ALEXANDER",C,296,3.6,62,80,142,26,49,64,113,13,16,29,0,0,0,192,44,127,5,1,5,147,117,58,75,133,37,173,137,1.26,1.08,8,36,28,26%,1.12,0.9,0,13,16,28,8,22%,0.96,0.8,0.0,0,0,0,0,3%,0.84,0.1,0.0,137.23
"CRAWFORD, BOB",R,246,3.1,71,71,142,-34,59,57,116,12,14,26,0,0,0,184,40,180,2,0,6,144,172,46,45,91,30,114,136,0.83,0.90,-8,-23,-14,23%,0.90,0.7,0,10,11,21,7,17%,1.04,0.5,0.0,0,0,0,0,1%,0.93,0.0,0.0,136.27
"SCHULTZ, NICK",D,810,10.3,27,114,141,-7,23,98,121,4,8,12,0,8,8,506,28,693,203,30,4,448,486,28,118,145,14,533,583,0.91,0.93,-28,-50,-22,32%,0.92,3.3,0,5,8,13,1,5%,0.90,0.5,-0.1,0,0,0,0,42%,0.82,4.4,-0.9,582.64
"PLAGER, BOB",D,615,7.9,20,121,141,27,18,101,119,0,15,15,2,5,7,561,22,763,251,36,2,503,510,18,97,115,15,484,491,0.98,0.99,-4,-7,-4,38%,0.99,3.0,0,0,17,17,2,6%,0.89,0.5,-0.1,2,2,4,1,55%,1.00,4.4,0.0,491.14
"PAILLE, DANIEL",L,427,5.6,70,71,141,17,61,66,127,0,1,1,9,4,13,176,1,216,52,13,0,162,164,74,79,153,27,195,195,1.00,1.17,19,0,-20,19%,1.13,1.1,0,0,3,3,0,1%,0.81,0.1,0.0,17,17,34,6,23%,0.77,1.3,-0.3,195.49
"EAVES, PATRICK",R,414,5.3,72,69,141,10,54,62,116,13,7,20,5,0,5,205,32,226,61,10,4,163,161,63,74,136,26,191,189,1.01,1.19,22,1,-20,20%,1.16,1.0,0,11,7,18,3,8%,1.08,0.4,0.0,7,7,14,3,23%,0.93,1.2,-0.1,189.13
"POLONICH, DENNIS",R,390,4.9,59,82,141,-78,45,70,115,13,12,25,1,0,1,235,53,281,21,2,9,180,251,39,61,100,21,156,217,0.72,0.75,-35,-61,-26,23%,0.76,1.1,0,13,12,24,5,22%,0.72,1.1,-0.4,1,1,2,0,6%,1.15,0.3,0.0,217.07
"MONAHAN, HARTLAND",R,334,4.2,61,80,141,-119,46,71,117,11,8,19,4,1,5,245,42,360,38,6,9,197,313,41,62,103,25,173,275,0.63,0.75,-42,-103,-61,28%,0.75,1.2,0,11,7,18,4,22%,0.61,0.9,-0.5,5,5,10,2,18%,0.87,0.7,-0.1,275.37
"LUDVIG, JAN",R,314,3.9,54,87,141,-85,41,59,100,13,28,41,0,0,0,240,75,252,2,0,15,165,235,33,48,81,21,133,189,0.71,0.73,-32,-55,-23,23%,0.73,0.9,0,10,21,31,8,31%,0.71,1.2,-0.4,0,0,0,0,1%,1.26,0.0,0.0,188.65
"GAGNON, GERMAIN",L,259,3.3,40,101,141,-22,27,80,107,12,20,32,1,1,2,223,68,233,55,5,15,150,163,25,73,97,30,137,147,0.93,0.75,-27,-11,16,26%,0.81,0.8,0,12,21,33,10,43%,0.62,1.4,-0.7,2,2,3,1,26%,1.29,0.9,0.2,147.44
"CHRISTOFF, STEVE",L,248,3.1,77,64,141,-19,64,57,121,13,7,20,0,0,0,219,41,201,4,0,5,178,192,51,44,95,31,140,151,0.93,1.03,2,-11,-14,26%,1.02,0.8,0,9,5,14,5,16%,1.00,0.5,0.0,0,0,0,0,2%,0.96,0.1,0.0,150.78
"INGARFIELD, EARL",C,219,2.9,57,84,141,-40,39,64,103,17,18,35,1,2,3,190,53,237,59,5,12,132,166,42,69,111,39,142,177,0.80,0.72,-34,-35,-1,30%,0.73,0.9,0,18,20,38,13,43%,0.69,1.2,-0.5,2,2,4,2,42%,1.15,1.2,0.2,177.50
"MUSIL, FRANK",D,797,10.1,34,106,140,93,27,92,119,4,12,16,3,2,5,634,44,817,320,45,6,545,491,25,91,116,11,528,475,1.11,0.93,-25,52,78,28%,0.97,2.9,0,3,9,12,1,5%,1.02,0.5,0.0,2,2,5,0,39%,1.04,4.0,0.2,475.41
"WATSON, BRYAN",D,715,9.1,15,125,140,-97,12,117,129,1,5,6,2,3,5,603,16,952,268,33,2,554,682,12,110,122,13,522,642,0.81,0.76,-102,-120,-18,36%,0.79,3.3,-1,1,5,6,1,4%,0.84,0.3,-0.1,3,3,5,1,49%,1.08,4.5,0.4,641.94
"VLASIC, MARC-EDOUARD",D,519,6.7,25,115,140,67,18,77,95,7,35,42,0,3,3,483,88,485,154,21,9,374,322,22,89,111,16,441,382,1.15,1.06,15,59,44,36%,1.10,2.5,0,6,31,38,6,17%,1.24,1.1,0.2,0,0,0,0,46%,0.94,3.1,-0.2,382.08
"COBURN, BRAYDON",D,493,6.3,31,109,140,30,21,79,100,10,24,34,0,6,6,471,82,504,143,23,6,366,355,24,91,115,18,424,419,1.01,1.05,13,5,-8,36%,1.04,2.3,0,9,22,31,5,18%,1.20,1.1,0.2,0,0,0,0,41%,0.90,2.6,-0.3,419.12
"FRANCESCHETTI, LOU",L,459,5.7,59,81,140,-32,56,75,131,1,3,4,2,3,5,261,16,327,50,9,2,236,275,48,64,111,19,202,234,0.86,1.09,12,-32,-44,21%,1.05,1.2,0,1,2,3,0,3%,0.97,0.2,0.0,2,2,3,1,11%,0.96,0.6,0.0,234.01
"COLAIACOVO, CARLO",D,376,4.6,30,110,140,9,23,59,82,6,49,55,1,2,3,318,94,252,35,6,8,218,209,26,66,91,20,245,237,1.03,1.01,2,8,6,30%,1.04,1.4,0,6,51,57,12,35%,1.05,1.6,0.1,1,1,3,1,12%,1.06,0.5,0.0,236.99
"TARNSTROM, DICK",D,306,3.7,35,105,140,-86,15,43,58,20,61,81,0,1,1,312,133,319,57,9,24,170,238,18,51,69,19,204,285,0.72,0.71,-54,-81,-26,35%,0.73,1.3,0,19,61,80,21,54%,1.01,2.0,0.0,0,0,0,0,24%,0.96,0.9,0.0,284.82
"DUPONT, NORM",L,256,3.2,55,85,140,-111,35,55,90,20,30,50,0,0,0,216,83,247,3,0,14,133,230,28,43,71,22,105,183,0.58,0.79,-22,-77,-56,24%,0.75,0.8,0,16,24,40,12,37%,0.89,1.2,-0.1,0,0,0,0,1%,1.15,0.0,0.0,182.51
"DIONNE, GILBERT",L,223,2.9,61,79,140,-3,44,54,98,16,25,41,1,0,1,202,69,145,8,1,9,132,128,41,57,98,34,130,130,1.00,1.26,20,0,-19,25%,1.21,0.7,0,13,21,34,12,33%,1.04,1.0,0.0,1,1,2,1,4%,0.97,0.1,0.0,130.14
"STEPAN, DEREK",C,212,3.0,56,84,140,47,44,56,100,11,25,36,1,3,4,208,54,131,24,7,6,147,101,58,74,131,44,194,126,1.54,1.04,4,68,63,32%,1.19,0.9,0,17,36,53,18,48%,0.89,1.5,-0.2,3,3,7,2,25%,0.83,0.8,-0.1,126.02
"MAGNUSON, KEITH",D,589,7.5,14,125,139,170,14,118,132,0,4,4,0,3,3,614,10,576,142,21,1,583,433,13,115,128,17,563,410,1.37,1.28,77,153,76,38%,1.32,2.9,1,0,5,5,1,3%,0.98,0.2,0.0,0,0,0,0,42%,0.79,3.2,-0.8,410.16
"SHANNON, DARRYL",D,544,7.0,28,111,139,30,22,88,110,5,19,24,1,4,5,448,65,495,141,23,12,360,342,27,101,128,18,405,378,1.07,0.91,-23,26,49,32%,0.99,2.2,0,5,20,25,4,18%,0.84,1.2,-0.2,2,2,3,0,30%,1.01,2.1,0.0,378.48
"CONACHER, PAT",C,521,6.8,63,76,139,-38,54,67,121,0,3,3,9,6,15,245,8,466,190,31,1,206,275,55,67,123,18,211,283,0.74,0.99,-2,-73,-71,19%,0.95,1.3,0,0,2,2,0,1%,1.06,0.1,0.0,8,8,16,2,34%,1.04,2.3,0.1,283.24
"SIM, JON",C,468,5.7,75,64,139,-43,58,58,116,17,6,23,0,0,0,212,47,214,5,1,6,164,203,67,67,134,23,188,233,0.81,0.94,-9,-44,-36,20%,0.93,1.2,0,15,6,21,4,14%,0.93,0.8,-0.1,0,0,0,0,1%,0.91,0.1,0.0,232.57
"LUDZIK, STEVE",C,424,5.3,46,93,139,-13,43,85,128,1,5,6,2,3,5,199,9,296,93,13,1,177,202,35,69,104,20,144,166,0.87,1.01,1,-22,-23,16%,0.99,0.9,0,1,4,5,1,2%,1.07,0.1,0.0,2,2,3,1,21%,1.06,1.1,0.1,166.07
"BAILEY, JOSH",C,329,4.3,58,81,139,-25,42,54,96,12,24,36,4,3,7,235,63,230,32,8,6,164,192,54,64,118,27,196,222,0.88,0.77,-35,-26,9,25%,0.79,1.1,0,13,28,41,10,29%,0.97,1.3,0.0,7,7,15,3,15%,1.00,0.7,0.0,222.41
"FERGUSON, NORM",R,279,3.6,73,66,139,-50,58,57,115,15,9,24,0,0,0,196,37,209,0,0,6,159,203,60,58,118,33,164,210,0.78,0.71,-42,-46,-4,27%,0.73,1.0,0,17,9,26,7,24%,0.75,0.9,-0.2,0,0,0,0,0%,#DIV/0!,0.0,0.0,209.80
"HUNTER, TIM",R,815,10.4,62,76,138,-7,58,74,132,3,2,5,1,0,1,313,20,328,28,4,3,289,297,53,66,119,11,258,267,0.97,1.25,38,-9,-48,14%,1.23,1.4,0,2,2,4,0,2%,1.06,0.2,0.0,1,1,2,0,4%,0.96,0.4,0.0,266.88
"DOLLAS, BOBBY",D,646,8.3,42,96,138,37,33,72,105,6,22,28,3,2,5,540,63,657,217,28,12,449,428,36,82,118,14,482,460,1.05,0.93,-22,22,44,32%,0.97,2.6,0,8,21,29,4,18%,0.67,1.5,-0.6,4,4,7,1,39%,1.17,3.2,0.5,459.90
"BUREAU, MARC",C,567,7.3,55,83,138,-47,47,67,114,2,10,12,6,6,12,203,23,402,174,26,5,154,223,50,75,126,17,169,247,0.69,0.99,-1,-78,-77,17%,0.95,1.2,0,2,9,10,1,5%,0.84,0.3,-0.1,7,7,14,2,41%,0.99,3.0,0.0,247.29
"WENSINK, JOHN",L,402,5.0,70,68,138,20,67,65,132,3,3,6,0,0,0,237,16,202,1,0,3,221,198,57,55,112,22,188,165,1.13,1.26,26,22,-4,19%,1.23,1.0,0,3,3,6,1,6%,0.85,0.3,0.0,0,0,0,0,0%,0.74,0.0,0.0,165.42
"LINDGREN, LARS",D,394,4.9,25,113,138,-22,20,82,102,5,27,32,0,4,4,460,72,585,175,16,13,372,397,16,66,82,17,298,320,0.93,0.91,-18,-21,-3,37%,0.91,1.8,0,4,23,27,6,25%,0.76,1.2,-0.3,0,0,0,0,55%,0.99,2.7,0.0,319.65
"RACHUNEK, KAREL",D,371,4.5,22,116,138,49,9,65,74,12,49,61,1,2,3,393,109,318,85,12,10,272,223,11,77,88,19,322,263,1.22,1.20,35,59,23,35%,1.22,1.6,0,11,47,58,13,36%,1.13,1.6,0.2,1,1,2,0,34%,0.91,1.5,-0.1,263.00
"ARKHIPOV, DENIS",C,352,4.3,56,82,138,-51,40,53,93,15,25,40,1,4,5,185,57,205,25,5,8,123,172,47,63,110,26,146,203,0.72,0.91,-10,-57,-47,24%,0.86,1.0,0,15,24,39,9,25%,0.84,1.1,-0.2,1,1,2,0,8%,0.96,0.3,0.0,202.96
"SWEENEY, TIM",L,291,3.7,55,83,138,13,43,62,105,11,17,28,1,4,5,202,40,198,49,9,8,153,141,45,64,109,30,162,150,1.07,0.90,-10,11,22,23%,0.94,0.8,0,11,17,28,8,19%,0.87,0.7,-0.1,1,1,2,0,20%,1.07,0.7,0.1,150.29
"PIERCE, RANDY",R,277,3.5,62,76,138,-60,52,58,110,8,16,24,2,2,4,223,54,259,30,5,5,164,224,44,49,92,27,138,187,0.73,0.64,-46,-50,-4,26%,0.66,0.9,0,7,14,22,6,25%,0.97,0.8,0.0,3,3,6,2,13%,1.11,0.5,0.0,187.43
"DOWNIE, STEVE",R,274,3.4,55,83,138,17,43,72,115,11,11,22,1,0,1,219,46,157,0,1,7,172,150,47,80,127,38,190,165,1.15,0.85,-19,25,44,28%,0.90,0.9,0,12,13,24,7,23%,1.00,0.8,0.0,1,1,2,1,0%,#DIV/0!,0.0,0.0,164.85
"DOUGLAS, JORDY",L,268,3.4,76,62,138,-69,60,55,115,14,7,21,2,0,2,206,35,255,13,4,5,167,237,49,44,93,28,135,191,0.71,0.99,-2,-56,-54,25%,0.93,0.8,0,14,7,21,6,18%,0.93,0.6,0.0,2,2,5,1,6%,0.94,0.2,0.0,191.24
"BERGERON, MICHEL",R,229,2.9,80,58,138,-37,63,50,113,17,8,25,0,0,0,183,37,185,2,0,6,146,177,56,44,100,35,129,156,0.83,0.76,-25,-26,-1,29%,0.76,0.8,0,16,8,24,8,29%,0.67,0.8,-0.3,0,0,0,0,1%,1.18,0.0,0.0,155.66
"WHARRAM, KEN",R,150,2.0,57,81,138,16,42,53,95,14,27,41,1,1,2,205,61,136,7,2,7,142,122,45,57,102,51,152,133,1.15,0.95,-5,20,25,35%,1.01,0.7,0,20,37,57,28,68%,1.04,1.4,0.0,2,2,4,2,9%,0.91,0.2,0.0,132.58
"FOTIU, NICK",L,646,8.1,60,77,137,-59,58,76,134,2,1,3,0,0,0,219,5,274,1,0,1,214,272,47,62,109,14,175,225,0.78,1.01,1,-50,-51,13%,0.99,1.1,0,2,1,2,0,1%,0.87,0.1,0.0,0,0,0,0,0%,1.07,0.0,0.0,225.30
"HALLER, KEVIN",D,642,8.1,41,96,137,22,29,66,95,10,28,38,2,2,4,561,83,641,185,24,11,454,445,31,73,104,13,495,478,1.04,1.06,20,17,-2,34%,1.05,2.8,0,7,22,29,4,13%,1.04,1.1,0.0,2,2,3,0,39%,1.02,3.2,0.1,477.86
"ODJICK, GINO",L,605,7.6,64,73,137,-21,58,68,126,6,5,11,0,0,0,217,25,214,1,0,4,192,209,63,72,135,18,204,225,0.91,0.98,-2,-21,-19,15%,0.98,1.2,0,5,5,10,1,5%,0.98,0.4,0.0,0,0,0,0,0%,0.97,0.0,0.0,224.81
"LACROIX, ERIC",L,472,6.1,67,70,137,-23,54,61,115,12,9,21,1,0,1,210,37,226,30,6,7,167,189,63,71,134,22,199,225,0.89,0.92,-12,-26,-14,18%,0.94,1.1,0,12,9,21,3,9%,1.06,0.5,0.0,2,2,3,1,9%,0.92,0.5,0.0,224.51
"WARD, JOEL",R,353,4.6,54,83,137,14,38,77,115,12,4,16,4,2,6,206,30,221,58,8,3,168,160,46,92,138,30,201,188,1.07,1.06,7,14,6,24%,1.05,1.1,0,15,6,21,4,14%,0.98,0.7,0.0,8,8,15,3,24%,1.06,1.1,0.1,187.77
"SAPRYKIN, OLEG",L,325,4.0,55,82,137,-7,43,63,106,12,19,31,0,0,0,195,57,152,3,0,7,138,142,51,74,125,32,162,167,0.97,1.00,0,-5,-5,24%,0.99,1.0,0,10,16,27,7,22%,0.93,0.9,-0.1,0,0,0,0,1%,0.93,0.0,0.0,167.10
"NESTERENKO, ERIC",C,324,4.2,54,83,137,45,40,68,108,7,10,17,7,5,12,235,29,253,92,17,4,189,157,43,73,116,27,203,169,1.20,1.20,22,34,12,23%,1.22,1.0,0,8,13,21,5,14%,1.01,0.6,0.0,12,12,24,6,51%,0.83,2.2,-0.4,168.79
"SKRASTINS, KARLIS",D,832,10.1,32,104,136,-45,26,94,120,1,5,6,4,5,9,559,18,893,305,38,3,503,585,30,108,138,14,580,674,0.86,1.05,19,-94,-113,34%,0.98,3.5,0,1,5,6,1,3%,0.88,0.3,0.0,5,5,9,1,51%,1.00,5.2,0.0,674.29
"KENNEDY, DEAN",D,717,9.2,26,110,136,-56,26,105,131,0,2,2,0,3,3,520,5,790,219,28,1,487,570,25,99,123,13,449,522,0.86,0.87,-45,-73,-29,28%,0.87,2.5,0,0,1,1,0,1%,0.89,0.1,0.0,0,0,0,0,31%,1.04,2.8,0.1,521.74
"SULLIVAN, MIKE",C,709,9.0,54,82,136,-105,39,69,108,1,4,5,14,9,23,237,14,542,212,37,3,186,327,44,79,122,14,209,353,0.59,0.93,-13,-144,-131,18%,0.88,1.6,0,1,4,5,1,2%,0.81,0.2,0.0,14,14,28,3,38%,0.95,3.4,-0.2,352.86
"McRAE, BASIL",L,576,7.3,53,83,136,-102,41,73,114,12,10,22,0,0,0,224,41,286,1,0,6,183,279,36,70,106,14,169,253,0.67,0.90,-14,-84,-70,17%,0.87,1.3,0,9,7,17,2,7%,0.97,0.5,0.0,0,0,0,0,0%,0.92,0.0,0.0,252.74
"ADAMS, KEVYN",C,540,6.6,59,77,136,-38,51,65,116,0,4,4,8,8,16,203,6,415,179,28,1,169,235,60,76,136,21,198,275,0.72,0.91,-14,-77,-63,20%,0.88,1.3,0,0,4,4,1,1%,0.88,0.1,0.0,9,9,18,3,39%,1.06,2.6,0.1,274.73
"HUDSON, MIKE",C,416,5.5,49,87,136,-36,45,79,124,2,6,8,2,2,4,193,18,266,54,10,2,165,210,44,81,125,23,167,210,0.79,1.15,17,-43,-60,21%,1.09,1.1,0,1,4,5,1,4%,1.01,0.2,0.0,1,1,3,1,14%,0.93,0.8,-0.1,210.16
"BEREZAN, PERRY",C,378,4.7,61,75,136,-5,44,68,112,6,1,7,11,6,17,223,14,371,155,26,3,183,213,39,59,98,21,160,190,0.84,0.92,-9,-29,-20,21%,0.91,1.0,0,5,1,6,1,4%,0.84,0.2,0.0,9,9,18,4,38%,0.99,1.8,0.0,189.60
"CAMPBELL, JIM",C,285,3.5,61,75,136,-11,41,45,86,20,28,48,0,2,2,208,78,151,9,2,6,128,136,46,51,97,28,145,155,0.94,1.08,7,-10,-17,23%,1.04,0.8,0,20,31,51,15,38%,1.16,1.3,0.2,0,0,0,0,5%,1.02,0.2,0.0,155.15
"MAKI, WAYNE",L,246,3.2,57,79,136,-36,43,60,103,14,19,33,0,0,0,198,50,187,3,1,10,147,174,43,59,103,32,148,174,0.85,0.76,-29,-26,3,27%,0.80,0.9,0,15,21,37,11,32%,0.84,1.0,-0.2,0,0,0,0,2%,0.96,0.1,0.0,174.11
"EVANS, DOUG",L,355,4.4,48,87,135,-3,42,72,114,4,12,16,2,3,5,216,29,234,43,7,3,180,188,38,64,102,23,162,169,0.96,0.92,-9,-7,2,21%,0.93,0.9,0,3,9,12,3,8%,1.07,0.4,0.0,2,2,4,1,13%,1.02,0.6,0.0,168.61
"ZANUSSI, RON",R,299,3.7,52,83,135,-19,43,67,110,9,16,25,0,0,0,234,44,240,31,3,6,187,203,37,56,93,25,157,171,0.92,0.87,-15,-13,1,24%,0.89,0.9,0,8,14,22,6,19%,0.84,0.7,-0.1,0,0,0,0,10%,1.15,0.4,0.1,170.63
"BELANGER, JESSE",C,247,3.4,59,76,135,-20,34,42,76,25,34,59,0,0,0,197,97,131,11,1,18,99,102,41,47,88,26,115,119,0.96,1.01,1,-5,-6,22%,1.01,0.7,0,24,32,56,16,51%,0.80,1.7,-0.4,0,0,0,0,5%,0.98,0.2,0.0,119.37
"VAN IMPE, ED",D,639,8.2,19,115,134,70,14,99,113,5,11,16,0,5,5,579,39,693,223,38,5,502,465,14,96,110,13,493,465,1.06,1.13,39,28,-11,37%,1.13,3.0,0,7,14,21,3,12%,0.84,1.0,-0.2,0,0,0,0,46%,0.82,3.8,-0.8,464.53
"TALLINDER, HENRIK",D,614,7.7,26,108,134,29,23,90,113,1,11,12,2,7,9,467,21,593,174,24,4,422,415,27,105,131,17,490,482,1.02,0.98,-5,8,13,35%,0.99,2.7,0,1,13,14,2,5%,0.87,0.4,-0.1,3,3,6,1,45%,0.84,3.5,-0.6,482.15
"PYATT, NELSON",C,296,3.7,71,63,134,-136,63,52,115,8,11,19,0,0,0,187,31,312,20,1,4,155,288,56,46,102,28,137,255,0.54,0.62,-61,-118,-58,27%,0.61,1.0,0,7,9,16,4,16%,0.73,0.6,-0.2,0,0,0,0,8%,1.35,0.3,0.1,255.38
"BOZAK, TYLER",C,238,3.3,53,81,134,-42,35,59,94,16,21,37,2,1,3,239,77,238,34,4,10,158,194,43,72,116,35,200,238,0.84,0.96,-5,-38,-33,34%,0.92,1.1,0,21,29,50,15,55%,0.95,1.8,-0.1,5,5,10,3,22%,1.07,0.7,0.1,237.94
"DYKHUIS, KARL",D,644,8.1,42,91,133,8,29,66,95,11,22,33,2,3,5,480,75,526,128,20,10,385,388,34,76,110,13,450,452,1.00,0.91,-28,-1,27,31%,0.95,2.5,0,11,21,33,4,15%,0.96,1.2,-0.1,2,2,5,1,29%,0.96,2.4,-0.1,451.80
"TOOTOO, JORDIN",R,528,6.8,49,84,133,-26,46,80,126,3,4,7,0,0,0,182,10,197,2,0,1,172,194,54,92,147,22,201,226,0.89,1.09,11,-26,-37,18%,1.05,1.2,0,3,5,8,1,3%,0.99,0.2,0.0,0,0,0,0,0%,1.15,0.0,0.0,226.26
"EGERS, JACK",R,284,3.6,64,69,133,2,46,44,90,18,25,43,0,0,0,229,71,158,2,0,10,158,146,44,42,86,24,150,137,1.09,0.91,-9,13,22,23%,0.97,0.8,0,21,29,49,14,46%,0.78,1.7,-0.4,0,0,0,0,1%,0.96,0.0,0.0,137.42
"MARCHAND, BRAD",C,218,3.0,67,66,133,76,48,61,109,11,2,13,8,3,11,189,27,112,26,11,2,151,84,61,80,141,46,192,103,1.86,1.15,14,89,75,26%,1.31,0.8,0,20,3,23,8,30%,0.92,0.9,-0.1,16,16,32,10,22%,0.80,0.7,-0.2,102.94
"HUGHES, BRENT A",D,435,5.6,15,117,132,-120,13,79,92,2,35,37,0,3,3,481,98,633,130,14,17,369,486,13,78,91,16,367,479,0.77,0.69,-102,-112,-11,42%,0.72,2.3,-1,3,41,44,8,37%,0.86,2.1,-0.3,0,0,0,0,42%,1.13,2.4,0.3,479.36
"BERGENHEIM, SEAN",L,388,4.7,71,61,132,-24,55,57,112,8,3,11,8,1,9,177,19,237,51,10,3,148,183,61,64,125,27,165,205,0.80,0.86,-18,-40,-22,22%,0.86,1.0,0,9,3,12,3,7%,0.99,0.3,0.0,11,11,22,5,17%,1.13,0.8,0.1,205.28
"CORBET, RENE",L,362,4.5,58,74,132,23,47,55,102,11,18,29,0,1,1,196,46,150,22,4,7,146,121,53,64,117,26,166,137,1.21,1.10,10,29,19,19%,1.12,0.8,0,11,18,28,6,15%,1.11,0.7,0.1,0,0,0,0,8%,0.90,0.4,0.0,137.05
"OLESZ, ROSTISLAV",L,355,4.3,57,75,132,-10,45,64,109,11,10,21,1,1,2,208,56,227,62,5,6,147,159,51,73,124,29,167,180,0.93,1.02,2,-13,-15,22%,1.00,0.9,0,12,10,22,5,24%,0.94,1.0,-0.1,1,1,2,0,19%,1.07,0.8,0.1,180.20
"PREISSING, TOM",D,326,4.0,31,101,132,46,16,50,66,15,50,65,0,1,1,342,119,221,43,7,16,216,162,19,59,77,19,254,191,1.33,0.96,-5,64,69,30%,1.07,1.2,0,13,41,55,14,42%,1.01,1.6,0.0,0,0,0,0,17%,1.00,0.7,0.0,190.75
"LACROIX, PIERRE",D,274,3.4,24,108,132,-11,14,70,84,10,37,47,0,1,1,370,99,329,47,5,13,266,269,11,56,67,20,212,214,0.99,0.78,-35,-2,33,33%,0.83,1.1,0,9,32,40,12,41%,0.98,1.4,0.0,0,0,0,0,18%,1.07,0.6,0.0,214.17
"CROSS, CORY",D,659,8.4,34,97,131,5,29,80,109,3,14,17,2,3,5,452,29,564,146,24,7,399,411,34,93,127,15,471,491,0.96,0.89,-35,-20,15,31%,0.90,2.6,0,3,18,21,3,9%,0.72,0.7,-0.2,2,2,4,0,28%,1.01,2.4,0.0,491.28
